179,179,179,180,180,180,179,180,179,179,179,179,180,180,180,179,179,180,179,179,180,180,179,180,179,179,179,179,179,179,179,180,180,180,179,180,179,179,180,179,179,179,180,180,180,179,179,180,180,180
180,180,180,180,179,179,180,179,179,179,180,180,180,179,179,179,180,180,180,180,180,179,180,180,179,180,179,179,179,180,180,180,179,180,179,180,180,180,180,179,180,180,180,180,180,180,180,179,179,179
180,179,180,179,180,179,179,179,180,179,180,180,180,179,179,180,179,179,180,179,179,179,179,180,180,180,179,179,180,180,179,179,179,180,179,180,180,180,179,180,180,180,180,179,180,180,179,180,179,179
179,179,180,179,180,179,180,180,179,180,179,179,179,180,180,179,180,180,180,180,180,180,180,179,179,179,180,180,180,180,179,180,179,179,179,180,180,179,180,179,180,180,180,180,180,180,179,180,179,179
180,180,179,179,180,180,180,179,180,179,179,179,179,180,180,180,180,179,180,179,179,179,180,179,179,180,179,180,179,180,180,179,179,179,179,180,179,180,180,179,179,179,180,179,180,179,179,179,180,180
179,180,179,179,179,179,180,179,180,179,180,180,180,180,179,180,180,180,179,180,180,179,179,180,180,180,180,180,180,180,179,179,180,180,180,180,179,179,179,179,179,179,179,180,179,180,856,857,858,179
180,179,180,180,180,179,179,180,179,179,180,180,180,180,180,179,179,179,180,180,180,179,180,179,179,179,180,180,180,179,180,180,180,179,179,180,180,179,179,180,180,180,179,179,856,858,857,857,858,856
180,180,179,179,180,180,179,180,179,180,180,180,180,179,179,179,180,180,180,180,179,179,179,179,179,179,180,180,179,179,179,180,180,179,179,180,179,179,180,180,180,180,179,180,858,858,858,858,858,858
180,180,180,180,179,180,179,179,179,179,179,180,179,180,180,179,180,179,179,180,180,180,180,180,180,179,179,180,180,180,180,179,179,180,180,180,180,180,180,179,180,180,179,180,856,858,857,857,856,856
180,180,180,179,179,179,180,179,180,180,180,180,180,179,179,179,179,179,179,179,179,180,179,179,180,179,180,179,179,179,179,179,179,180,180,180,179,179,179,179,180,179,180,179,179,856,857,857,857,858
179,179,180,180,179,179,179,179,179,180,180,179,179,179,179,180,180,179,180,179,179,179,179,179,180,180,180,180,180,179,179,179,179,179,180,180,179,179,180,180,179,180,179,179,180,180,179,180,179,179
180,180,180,179,180,179,179,179,180,180,179,180,179,179,179,179,179,180,180,179,179,180,179,179,180,180,179,179,180,179,179,179,179,180,179,180,180,180,179,180,179,180,180,180,179,180,180,180,179,179
179,179,858,858,179,179,180,180,180,180,179,179,179,180,180,180,180,180,180,180,180,179,179,180,179,180,179,179,179,180,180,180,179,179,180,179,180,179,180,179,180,180,180,180,179,179,1202,1204,1203,1203
179,858,858,858,858,858,858,180,179,179,180,179,179,180,179,179,179,180,179,180,180,179,179,179,180,179,179,179,179,180,179,180,179,179,179,180,180,180,179,179,179,180,180,179,179,1202,1076,1203,1203,1202
180,856,856,858,858,858,858,180,180,179,180,179,179,179,179,179,179,179,180,179,179,179,180,179,179,179,180,179,180,179,180,180,179,179,180,180,179,179,179,179,180,180,179,1106,1203,1202,1203,1204,1203,1203
180,856,856,856,858,858,857,180,180,180,180,180,180,180,179,179,179,179,180,180,179,180,179,179,179,179,180,179,180,179,179,180,180,179,179,179,180,179,180,179,179,179,1106,1202,1204,1204,1204,1202,1203,1202
180,856,856,856,858,858,857,179,179,180,179,180,180,180,179,180,179,180,180,180,179,179,180,179,180,180,180,179,180,179,180,179,180,179,179,179,180,179,179,180,179,180,1203,1202,1204,1202,1204,1202,1204,1203
180,856,858,857,856,858,856,179,180,179,179,179,180,180,179,179,179,179,180,179,180,180,179,179,179,180,179,179,180,179,180,179,179,179,179,180,180,179,180,179,179,180,1203,1204,1204,1204,1202,1204,1204,1204
180,856,857,858,856,858,856,858,179,180,179,179,180,180,180,179,179,179,179,180,179,179,179,180,180,180,179,180,180,180,180,179,180,180,179,180,180,179,180,180,1204,1203,1076,1203,1203,1204,1204,1203,1203,1202
180,180,180,180,180,179,180,179,180,180,179,180,179,180,179,180,179,179,180,180,179,180,180,179,179,180,179,179,179,180,180,179,180,180,180,180,180,179,179,180,1203,1204,1204,1204,1203,1203,1204,1204,1203,1202
